Dataset,Algorithm,Silhouette,Dunn,Rand,Pearson
TwoDiamonds,CDSDG Voting,0.447150179758886,0.015156793666715608,0.5020733424978233,0.4676676192844088
TwoDiamonds,CDSDG Clustering with n_clusters,0.4247315727359653,0.01735151093124637,1.0,1.0
WingNut,KMeans,0.43798833997404624,0.015188296179432664,0.6702684825487994,0.8188976377952761
WingNut,DBSCAN,0.0,0.0,0.0,0.0
WingNut,Agglomerative,0.41179237329081997,0.07147490018077995,1.0,1.0
WingNut,CDSDG Clustering,0.4151737319231809,0.013935565899584331,0.520897578570149,0.5856209955062472
WingNut,CDSDG Voting,0.28026354721978786,0.010202759052030932,0.36122345822106794,0.46875212030017566
WingNut,CDSDG Clustering with n_clusters,0.43798833997404624,0.015188296179432664,0.6702684825487994,0.8188976377952761
Iris,KMeans,0.45937792074496625,0.02649665196962745,0.6100728505285608,0.6337772796238155
Iris,DBSCAN,0.3565164814270073,0.047925892352260094,0.4420986685885924,0.19404599668201142
Iris,Agglomerative,0.4466890410285909,0.09826714960681626,0.6153229932145449,-0.4959933011793202
Iris,CDSDG Clustering,0.504645610832545,0.23916876929674105,0.5583714437541352,-0.8224663928158645
Iris,CDSDG Voting,0.2929915433154113,0.05369300816240373,0.5363556336925884,-0.35520166708373613
Iris,CDSDG Clustering with n_clusters,0.5817500491982808,0.26742606358808496,0.5681159420289855,0.866025403784439
Wine,KMeans,0.2844212860533542,0.1768971719172219,0.8803997758776985,0.9686111622134967
Wine,DBSCAN,0.0,0.0,0.0,0.0
Wine,Agglomerative,0.2774439826952266,0.22858640215602305,0.7899332213582837,-0.5152126140634042
Wine,CDSDG Clustering,0.23897097388181357,0.1598878417302143,0.8430565065540904,-0.3421865480263949
Wine,CDSDG Voting,0.24382872647967677,0.18831006740982598,0.7353700710299295,-0.3831118796682558
Wine,CDSDG Clustering with n_clusters,0.2846172685709642,0.23225671390419225,0.9133577991086984,-0.50805108307384
