Dataset,Algorithm,Silhouette,Dunn,Rand,Pearson
Tetra,Agglomerative,0.495198706501583,0.1429270591555413,0.9672676330087653,0.015008444625821345
Tetra,CDSDG Clustering,0.4927712296960379,0.04231990369091798,0.9666577042947434,-0.008965304169713102
Tetra,CDSDG Voting,0.4927712296960379,0.04231990369091798,0.9666577042947434,-0.008965304169713102
Tetra,CDSDG Clustering with n_clusters,0.4968184940110919,0.048211303249350176,0.9733373393895477,-0.005976380209322438
Target,KMeans,0.5756559550695012,0.016441071553077627,0.6344038849082971,0.7264824397014135
Target,DBSCAN,0.27620034411533606,0.11643378723603565,0.999634881516244,0.5265976962267244
Target,Agglomerative,0.5683076742830001,0.04426090282843625,0.6387791202472747,-0.614410862882449
Target,CDSDG Clustering,0.5509410933536678,0.26192322409090896,0.029222036601549196,0.4146548926153782
Target,CDSDG Voting,0.34286002640077917,0.007501969644994552,0.059634412038138886,0.3168219542400984
Target,CDSDG Clustering with n_clusters,0.5807006161402704,0.015461096116623545,0.6351358955812312,0.7237246967380161
TwoDiamonds,KMeans,0.4247315727359653,0.01735151093124637,1.0,1.0
TwoDiamonds,DBSCAN,0.0,0.0,0.0,0.0
TwoDiamonds,Agglomerative,0.4247315727359653,0.01735151093124637,1.0,1.0
TwoDiamonds,CDSDG Clustering,0.447150179758886,0.015156793666715608,0.5020733424978233,0.4676676192844088
TwoDiamonds,CDSDG Voting,0.447150179758886,0.015156793666715608,0.5020733424978233,0.4676676192844088
TwoDiamonds,CDSDG Clustering with n_clusters,0.4247315727359653,0.01735151093124637,1.0,1.0
WingNut,KMeans,0.4379885972807726,0.013645116144082606,0.6734995485673311,-0.8208677321682363
WingNut,DBSCAN,0.0,0.0,0.0,0.0
WingNut,Agglomerative,0.41179237329081997,0.07147490018077995,1.0,1.0
WingNut,CDSDG Clustering,0.4151737319231809,0.013935565899584331,0.520897578570149,0.5856209955062472
WingNut,CDSDG Voting,0.28026354721978786,0.010202759052030932,0.36122345822106794,0.46875212030017566
WingNut,CDSDG Clustering with n_clusters,0.43798833997404624,0.015188296179432664,0.6702684825487994,0.8188976377952761
Iris,KMeans,0.4565352255831263,0.077878286227074,0.645147003482001,-0.34919776664654884
Iris,DBSCAN,0.3565164814270073,0.047925892352260094,0.4420986685885924,0.19404599668201142
Iris,Agglomerative,0.4466890410285909,0.09826714960681626,0.6153229932145449,-0.4959933011793202
Iris,CDSDG Clustering,0.504645610832545,0.23916876929674105,0.5583714437541352,-0.8224663928158645
Iris,CDSDG Voting,0.2986356275755792,0.05369300816240373,0.5314323954433845,-0.35070732359355905
Iris,CDSDG Clustering with n_clusters,0.5817500491982808,0.26742606358808496,0.5681159420289855,0.866025403784439
Wine,KMeans,0.2848589191898987,0.23225671390419225,0.8974949815093207,0.5094378431927449
Wine,DBSCAN,0.0,0.0,0.0,0.0
Wine,Agglomerative,0.2774439826952266,0.22858640215602305,0.7899332213582837,-0.5152126140634042
Wine,CDSDG Clustering,0.24265940773248512,0.1598878417302143,0.7882803222280209,-0.348944549742567
Wine,CDSDG Voting,0.2540031643343705,0.1598878417302143,0.7621458779034792,-0.36590441617576996
Wine,CDSDG Clustering with n_clusters,0.2846172685709642,0.23225671390419225,0.9133577991086984,-0.50805108307384
