Dataset,Algorithm,Silhouette,Dunn,Rand,Pearson
Target,CDSDG Clustering,0.5509410933536678,0.26192322409090896,0.029222036601549196,0.4146548926153782
Target,CDSDG Voting,0.34286002640077917,0.007501969644994552,0.059634412038138886,0.3168219542400984
Target,CDSDG Clustering with n_clusters,0.5802974356877881,0.014137336600029936,0.6349736989337663,0.6962719227783517
TwoDiamonds,KMeans,0.31903544135050566,0.016862456745628526,0.039804510966443364,-0.20250063281546626
TwoDiamonds,DBSCAN,0.0,0.0,0.0,0.0
TwoDiamonds,Agglomerative,0.4247315727359653,0.01735151093124637,1.0,1.0
TwoDiamonds,CDSDG Clustering,0.447150179758886,0.015156793666715608,0.5020733424978233,0.4676676192844088
TwoDiamonds,CDSDG Voting,0.447150179758886,0.015156793666715608,0.5020733424978233,0.4676676192844088
TwoDiamonds,CDSDG Clustering with n_clusters,0.4247315727359653,0.01735151093124637,1.0,1.0
WingNut,KMeans,0.43798833997404624,0.015188296179432664,0.6702684825487994,0.8188976377952761
WingNut,DBSCAN,0.0,0.0,0.0,0.0
WingNut,Agglomerative,0.41179237329081997,0.07147490018077995,1.0,1.0
WingNut,CDSDG Clustering,0.4151737319231809,0.013935565899584331,0.520897578570149,0.5856209955062472
WingNut,CDSDG Voting,0.28026354721978786,0.010202759052030932,0.36122345822106794,0.46875212030017566
WingNut,CDSDG Clustering with n_clusters,0.43798833997404624,0.015188296179432664,0.6702684825487994,0.8188976377952761
Iris,KMeans,0.4565352255831263,0.077878286227074,0.645147003482001,-0.5747293993281316
Iris,DBSCAN,0.3565164814270073,0.047925892352260094,0.4420986685885924,0.19404599668201142
Iris,Agglomerative,0.4466890410285909,0.09826714960681626,0.6153229932145449,-0.4959933011793202
Iris,CDSDG Clustering,0.504645610832545,0.23916876929674105,0.5583714437541352,-0.8224663928158645
Iris,CDSDG Voting,0.2929915433154113,0.05369300816240373,0.5363556336925884,-0.35520166708373613
Iris,CDSDG Clustering with n_clusters,0.5817500491982808,0.26742606358808496,0.5681159420289855,0.866025403784439
Wine,KMeans,0.28594199657074876,0.1768971719172219,0.9148795960669529,-0.4243557539629824
Wine,DBSCAN,0.0,0.0,0.0,0.0
Wine,Agglomerative,0.2774439826952266,0.22858640215602305,0.7899332213582837,-0.5152126140634042
Wine,CDSDG Clustering,0.2511034319442635,0.1598878417302143,0.8346513193743,-0.3403166266757549
Wine,CDSDG Voting,0.2382679400049195,0.1755054763171768,0.7406494718956294,-0.3587736237148073
Wine,CDSDG Clustering with n_clusters,0.2846172685709642,0.23225671390419225,0.9133577991086984,-0.50805108307384
Uniform,KMeans,0.609070394013546,0.004129051664811542,0.9840320578693613,0.9920215734996014
Uniform,DBSCAN,0.0,0.0,0.0,0.0
Uniform,Agglomerative,0.6008471293304397,0.014950812622520019,0.6265259590119457,-0.8079466429027221
Uniform,CDSDG Clustering,0.5722473747219754,0.0025307020939168163,0.46950441813441063,-0.46606597681268686
Uniform,CDSDG Voting,0.5722473747219754,0.0025307020939168163,0.46950441813441063,-0.46606597681268686
Uniform,CDSDG Clustering with n_clusters,0.6092631731974703,0.007646748624480001,0.9681923665792226,-0.9841108417256773
Rectangle,KMeans,0.36539168894195334,0.007238053266031436,0.01547002012359105,0.1279140067988888
Rectangle,DBSCAN,0.0,0.0,0.0,0.0
Rectangle,Agglomerative,0.4180232361798178,0.13765341376189982,1.0,-1.0
Rectangle,CDSDG Clustering,0.49595563218243793,0.011770335284145762,0.5007168090085752,-0.4644960647310654
Rectangle,CDSDG Voting,0.49595563218243793,0.011770335284145762,0.5007168090085752,-0.4644960647310654
Rectangle,CDSDG Clustering with n_clusters,0.36572869957661264,0.00678106859489304,0.024052979197440243,-0.15826216291800327
Gaussian,KMeans,0.6314108025017449,0.09260171180551223,0.9760960971535391,-0.9880079040948478
Gaussian,DBSCAN,0.21477903309637697,0.11426865642685921,0.0,-0.044766148103584535
Gaussian,Agglomerative,0.6314707303920268,0.09260171180551223,0.984032,-0.9919999999999997
Gaussian,CDSDG Clustering,0.4213864174626807,0.029299950886828723,0.9254007539903989,-0.9275712040858151
Gaussian,CDSDG Voting,0.008150170342872232,0.010058486639934748,0.19803120600638127,-0.26680104557710516
Gaussian,CDSDG Clustering with n_clusters,0.6314108025017449,0.09260171180551223,0.9760960971535391,0.9880079040948478
GaussianMix,KMeans,0.6894099273779561,0.10525074493438989,1.0,-0.9999999999999996
GaussianMix,DBSCAN,0.5470110729576013,0.17919142992650774,0.5706093189964158,-1.8148469212427888e-18
GaussianMix,Agglomerative,0.6894099273779561,0.10525074493438989,1.0,-0.9999999999999996
GaussianMix,CDSDG Clustering,0.6768028383764576,0.05593825680482325,0.9801340027693001,-0.9950238134136207
GaussianMix,CDSDG Voting,0.6768028383764576,0.05593825680482325,0.9801340027693001,-0.9950238134136207
GaussianMix,CDSDG Clustering with n_clusters,0.6894099273779561,0.10525074493438989,1.0,-0.5
